product,rating,rating count,price,product url
Men's Novelty Color Block Pullover Fleece Hoodie Long Sleeve Casual Sweatshirt with Pocket  ,4.5 out of 5 stars,"10,040  ",29.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0169272R6HESVTV4ZW6&qualifier=1682035544&id=5437074494723427&widgetName=sp_mtf&url=%2FGesean-Sweatshirt-Hoodies-Sleeve-Premium%2Fdp%2FB08LQ6C1T9%2Fref%3Dsr_1_67_sspa%3Fkeywords%3Djacket%26qid%3D1682035544%26sr%3D8-67-spons%26psc%3D1
Mens  Jacket  Lightweight Bomber Windbreaker Casual Thin Full Zip  Jacket  ,4.4 out of 5 stars,145  ,37.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A094184434N72HBSNHVYR&qualifier=1682035544&id=5437074494723427&widgetName=sp_mtf&url=%2FEKLENTSON-Jackets-Sportwear-Classic-Alternative%2Fdp%2FB08LPQSP26%2Fref%3Dsr_1_68_sspa%3Fkeywords%3Djacket%26qid%3D1682035544%26sr%3D8-68-spons%26psc%3D1%26smid%3DA3HTMSJMNP2EUL
Men's Ascender Softshell  Jacket  ,4.7 out of 5 stars,"2,271  ",69.0,https://amazon.com/Columbia-Ascender-Softshell-Jacket-Resistant/dp/B00HQ4KS3W/ref=sr_1_69?keywords=jacket&qid=1682035544&sr=8-69
Men's Waterproof Breathable Hooded  Jacket  Raincoat  ,4.6 out of 5 stars,"3,729  ",39.99,https://amazon.com/Tommy-Hilfiger-Waterproof-Breathable-Hooded/dp/B00YQAFZLO/ref=sr_1_70?keywords=jacket&qid=1682035544&sr=8-70
Women's Athletic Full Zip Lightweight Workout  Jacket  with Thumb Holes  ,4.4 out of 5 stars,"5,397  ",23.9,https://amazon.com/Gihuo-Athletic-Lightweight-Workout-Black01/dp/B08QD6QDW1/ref=sr_1_71?keywords=jacket&qid=1682035544&sr=8-71
Boys' Denim Trucker  Jacket  ,4.8 out of 5 stars,595  ,25.2,https://amazon.com/Levis-Denim-Trucker-Jacket-Bristol/dp/B08VN625ZS/ref=sr_1_72?keywords=jacket&qid=1682035544&sr=8-72
Oversized  Jacket  Hoodies Customized for Hemodialysis Patients with Both Arms Two Way Zippers for Men and Women  ,4.6 out of 5 stars,171  ,55.0,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A02873833MF0W62PS1OJ8&qualifier=1682035544&id=5437074494723427&widgetName=sp_mtf&url=%2FOversized-Hoodies-Customized-Hemodialysis-Patients%2Fdp%2FB08D7X4894%2Fref%3Dsr_1_73_sspa%3Fkeywords%3Djacket%26qid%3D1682035544%26sr%3D8-73-spons%26psc%3D1
Men's  Jacket  Lightweight Windbreaker Bomber  Jacket  Windproof Casual  Jacket  Zip Up Coats Outwear with 5 Pockets  ,4.5 out of 5 stars,"1,278  ",37.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A08493652KI7JGU8QU0UE&qualifier=1682035544&id=5437074494723427&widgetName=sp_mtf&url=%2FSoftshell-Lightweight-Outerwear-Jackets-Millitary%2Fdp%2FB07VBN6PZK%2Fref%3Dsr_1_74_sspa%3Fkeywords%3Djacket%26qid%3D1682035544%26sr%3D8-74-spons%26psc%3D1%26smid%3DA3U9RCE56GV0D0
Women's Lightweight Full Zip Soft Polar Fleece  Jacket  Outdoor Recreation Coat With Zipper Pockets  ,4.4 out of 5 stars,"3,704  ",36.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A0565433OL4KVH1QDR2B&qualifier=1682035544&id=5437074494723427&widgetName=sp_mtf&url=%2FWomens-Lightweight-Outdoor-Recreation-Pockets%2Fdp%2FB098D3PT1N%2Fref%3Dsr_1_75_sspa%3Fkeywords%3Djacket%26qid%3D1682035544%26sr%3D8-75-spons%26psc%3D1
Women's Full Zip UPF 50+ Sun Protection Hoodie  Jacket  Long Sleeve Sun Shirt Hiking Outdoor Performance with Pockets  ,4.5 out of 5 stars,"4,086  ",26.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A04932681NVSSAZ0ILNVV&qualifier=1682035544&id=5437074494723427&widgetName=sp_mtf&url=%2FLibin-Protection-Outdoor-Performance-Pockets%2Fdp%2FB08VNRDJ8X%2Fref%3Dsr_1_76_sspa%3Fkeywords%3Djacket%26qid%3D1682035544%26sr%3D8-76-spons%26psc%3D1
Midweight Soft Shell Jackets for Men - Men’s Water Resistant Windbreaker with Stand Collar (S-3XL)  ,4.6 out of 5 stars,"2,793  ",52.5,https://amazon.com/Weatherproof-Mens-Shell-Jacket-Black/dp/B06Y5WGWLH/ref=sr_1_77?keywords=jacket&qid=1682035544&sr=8-77
Women's Studio Terry Long-Sleeve Full-Zip  Jacket  ,4.5 out of 5 stars,"3,016  ",23.7,https://amazon.com/Amazon-Essentials-Long-Sleeve-Full-Zip-Graphite/dp/B07JP5XRN1/ref=sr_1_78?keywords=jacket&qid=1682035544&sr=8-78
Men's Essentials Warm-Up 3-Stripes Track Top  ,4.7 out of 5 stars,"5,808  ",39.17,https://amazon.com/adidas-Warm-up-Tricot-Regular-3-stripes/dp/B08M6H3LPG/ref=sr_1_79?keywords=jacket&qid=1682035544&sr=8-79
Men's Classic Zip Front Polar Fleece  Jacket  ,4.5 out of 5 stars,"4,128  ",33.69,https://amazon.com/Tommy-Hilfiger-Classic-Fleece-Jacket/dp/B01KWHVQIU/ref=sr_1_80?keywords=jacket&qid=1682035544&sr=8-80
Women's Icon Denim  Jacket  ,4.7 out of 5 stars,136  ,42.47,https://amazon.com/GAP-womens-Denim-Jacket-LIGHT/dp/B0B4FJKXRN/ref=sr_1_81?keywords=jacket&qid=1682035544&sr=8-81
Baby Toddler Girls Basic Denim  Jacket  ,4.8 out of 5 stars,"16,808  ",9.98,https://amazon.com/Childrens-Place-Little-Toddler-Jacket/dp/B00WGIA28E/ref=sr_1_82?keywords=jacket&qid=1682035544&sr=8-82
Men's Full Zip Ultimate Heavyweight Hoodie  ,4.5 out of 5 stars,"28,726  ",16.0,https://amazon.com/Hanes-Ultimate-Heavyweight-Fleece-Hoodie/dp/B00JUMFCDY/ref=sr_1_83?keywords=jacket&qid=1682035544&sr=8-83
Men's Lightweight Water-Resistant Packable Hooded Puffer  Jacket  ,4.5 out of 5 stars,"9,185  ",33.7,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B07BN69F9L/ref=sr_1_84?keywords=jacket&qid=1682035544&sr=8-84
Women's Ex-Boyfriend Trucker  Jacket  ,4.5 out of 5 stars,"2,278  ",54.99,https://amazon.com/Levis-Womens-Ex-Boyfriend-Trucker-Jacket/dp/B08NV17X18/ref=sr_1_85?keywords=jacket&qid=1682035544&sr=8-85
Women's Faux Leather Classic Asymmetrical Motorcycle  Jacket  (Standard & Plus Sizes)  ,4.6 out of 5 stars,815  ,69.99,https://amazon.com/Levis-Womens-Leather-Asymmetrical-Motorcycle/dp/B0753DZL54/ref=sr_1_86?keywords=jacket&qid=1682035544&sr=8-86
Men's Slim Fit Lightweight Softshell Flight Bomber  Jacket  Coat  ,4.3 out of 5 stars,"8,088  ",37.99,https://amazon.com/sandbank-Lightweight-Sportswear-Flight-Softshell/dp/B07MH1KWMC/ref=sr_1_87?keywords=jacket&qid=1682035544&sr=8-87
Women's Crawford Bomber  Jacket  ,4.7 out of 5 stars,"1,804  ",69.99,https://amazon.com/Carhartt-Womens-Crawford-Bomber-Jacket/dp/B07JMVPXNK/ref=sr_1_88?keywords=jacket&qid=1682035544&sr=8-88
Women's Lightweight Stretchy Workout Full Zip Running Track  Jacket  with Thumb Holes  ,4.2 out of 5 stars,913  ,23.89,https://amazon.com/Locachy-Lightweight-Stretchy-Workout-Running/dp/B08YR9XCX4/ref=sr_1_89?keywords=jacket&qid=1682035544&sr=8-89
Men's Cowboy Cut Western Unlined Denim  Jacket  ,4.6 out of 5 stars,"1,765  ",48.07,https://amazon.com/Wrangler-Cowboy-Western-Unlined-Jacket/dp/B0B2JHJY7B/ref=sr_1_90?keywords=jacket&qid=1682035544&sr=8-90
Women's French Terry Zip Hoodie  ,4.5 out of 5 stars,"20,450  ",21.0,https://amazon.com/Hanes-Womens-French-Full-Zip-XX-Large/dp/B01I94LNIG/ref=sr_1_91?keywords=jacket&qid=1682035544&sr=8-91
Baby Toddler Boy Winter  Jacket  ,4.6 out of 5 stars,25  ,22.97,https://amazon.com/Carters-Toddler-Winter-Jacket-Olive/dp/B0BDTQPSPC/ref=sr_1_92?keywords=jacket&qid=1682035544&sr=8-92
Baby Toddler Boys Windbreaker  Jacket  ,4.8 out of 5 stars,"1,613  ",13.98,https://amazon.com/Childrens-Place-Windbreaker-Jacket-Black/dp/B08HJ3G424/ref=sr_1_93?keywords=jacket&qid=1682035544&sr=8-93
Women's Essentials Warm-Up Slim 3-Stripes Track Top  ,4.6 out of 5 stars,"1,317  ",28.98,https://amazon.com/adidas-womens-Warm-up-3-stripes-X-Large/dp/B08M7PF9DC/ref=sr_1_94?keywords=jacket&qid=1682035544&sr=8-94
Men's Tiro Track  Jacket  ,4.7 out of 5 stars,67  ,22.03,https://amazon.com/adidas-Standard-Track-Jacket-Medium/dp/B09K4HWBD5/ref=sr_1_95?keywords=jacket&qid=1682035544&sr=8-95
Women Summer Lightweight Cropped Athletic Zip Up Sleeveless Jackets Workout Gym Seamless Vests  ,4.5 out of 5 stars,66  ,19.99,https://amazon.com/Hvewarm-Athletic-Seamless-Thumbhole-Sportwear/dp/B0BHX34JXG/ref=sr_1_96?keywords=jacket&qid=1682035544&sr=8-96
Women's Lightweight Water-Resistant Hooded Puffer Coat (Available in Plus Size)  ,4.3 out of 5 stars,"17,840  ",61.7,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B07BMNZ2SD/ref=sr_1_97?keywords=jacket&qid=1682035544&sr=8-97
Boys and Toddlers' Lightweight Water-Resistant Packable Puffer  Jacket  ,4.5 out of 5 stars,"3,020  ",27.16,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B0738H1M48/ref=sr_1_98?keywords=jacket&qid=1682035544&sr=8-98
Lightweight Puffer Water-Resistant Down Men’s  Jacket  ,4.6 out of 5 stars,349  ,55.56,https://amazon.com/Calvin-Klein-Lightweight-Resistant-Packable/dp/B08ZNYPC6T/ref=sr_1_99?keywords=jacket&qid=1682035544&sr=8-99
Women's Relaxed Fit Memory Maker Jean  Jacket  ,4.4 out of 5 stars,273  ,47.99,https://amazon.com/Wrangler-Womens-Relaxed-Memory-XX-Large/dp/B08YM2PZDJ/ref=sr_1_100?keywords=jacket&qid=1682035544&sr=8-100
Men's Sherpa Trucker  Jacket  ,4.7 out of 5 stars,"16,134  ",89.99,https://amazon.com/Levis-Sherpa-Trucker-Jacket-Television-Medium/dp/B08P53CVT1/ref=sr_1_101?keywords=jacket&qid=1682035544&sr=8-101
Kids Stream Rain  Jacket  ,4.6 out of 5 stars,837  ,37.19,https://amazon.com/Arctix-Stream-Jacket-Seaport-Medium/dp/B07W94QSCJ/ref=sr_1_102?keywords=jacket&qid=1682035544&sr=8-102
Girls and Toddlers' Lightweight Water-Resistant Packable Mock Puffer  Jacket  ,4.6 out of 5 stars,"3,520  ",35.8,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B07Q8ND2MV/ref=sr_1_103?keywords=jacket&qid=1682035544&sr=8-103
Women's Flannel Plaid Shacket Long Sleeve Button Down Chest Pocketed Shirts  Jacket  Coats  ,4.4 out of 5 stars,"7,883  ",29.98,https://amazon.com/Beaully-Brushed-Flannel-Pocketed-Shacket/dp/B09H4HFBR6/ref=sr_1_104?keywords=jacket&qid=1682035544&sr=8-104
Women's Heavenly Long Hooded  Jacket  ,4.6 out of 5 stars,"7,433  ",102.0,https://amazon.com/Columbia-Womens-Heavenly-Hooded-Jacket/dp/B01NBF6BY6/ref=sr_1_105?keywords=jacket&qid=1682035544&sr=8-105
Women's Fast Trek Ii  Jacket  ,4.6 out of 5 stars,"5,494  ",60.79,https://amazon.com/Columbia-Womens-Jacket-Black-Medium/dp/B008CDT6E8/ref=sr_1_106?keywords=jacket&qid=1682035544&sr=8-106
Girls and Toddlers' Lightweight Water-Resistant Packable Hooded Puffer  Jacket  ,4.6 out of 5 stars,"7,435  ",43.0,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B07Q8NMX9Y/ref=sr_1_107?keywords=jacket&qid=1682035544&sr=8-107
Men's Lightweight Waterproof Hooded Rain  Jacket  Outdoor Raincoat Shell  Jacket  for Hiking Travel  ,4.6 out of 5 stars,"11,732  ",39.99,https://amazon.com/Lightweight-Waterproof-Hooded-Outdoor-Raincoat/dp/B08F9P3C54/ref=sr_1_108?keywords=jacket&qid=1682035544&sr=8-108
Men's Lightweight Casual Bomber  Jacket  Windproof Running Spring Windbreaker Sportswear Outerwear  ,4.7 out of 5 stars,4  ,37.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A06494376A3YCXXU2N2N&qualifier=1682035547&id=8273860505373728&widgetName=sp_atf_next&url=%2FTACVASEN-Bomber-Jackets-Breakers-Lightweight%2Fdp%2FB0BPSGHN3P%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-97-spons%26psc%3D1%26smid%3DA316SIRIW8TU6I
"Women Faux Leather Shacket  Jacket  Blouses Spring and Fall Fashion, Loose Button Down Shirts with Breast Pockets  ",4.4 out of 5 stars,471  ,49.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A09380923KX74EN81P8MF&qualifier=1682035547&id=8273860505373728&widgetName=sp_atf_next&url=%2FRISISSIDA-Leather-Blazer-Fashion-Pleather%2Fdp%2FB09PBWKV9S%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-98-spons%26psc%3D1
Women's Lightweight Full Zip Soft Polar Fleece  Jacket  Outdoor Recreation Coat With Zipper Pockets  ,4.4 out of 5 stars,"3,704  ",36.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0565433OL4KVH1QDR2B&qualifier=1682035547&id=8273860505373728&widgetName=sp_atf_next&url=%2FWomens-Lightweight-Outdoor-Recreation-Pockets%2Fdp%2FB098D3PT1N%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-99-spons%26psc%3D1
Men's Lightweight Waterproof Hooded Rain  Jacket  Outdoor Raincoat Shell  Jacket  for Hiking Travel  ,4.6 out of 5 stars,"11,732  ",39.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0619286C5YMIJJ2GZY9&qualifier=1682035547&id=8273860505373728&widgetName=sp_atf_next&url=%2FOTU-Lightweight-Waterproof-Outdoor-Raincoat%2Fdp%2FB08F9Z9LH4%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-100-spons%26psc%3D1
Women's Full Zip Cardio  Jacket  ,4.5 out of 5 stars,"6,662  ",30.99,https://amazon.com/C9-Champion-Womens-Cardio-Jacket/dp/B07TXVS46X/ref=sr_1_101?keywords=jacket&qid=1682035547&sr=8-101
Men's Bomber Varsity  Jacket  ,,"Or fastest delivery Sun, Apr 23 ",395.0,https://amazon.com/Hudson-Jeans-Bomber-Varsity-Jacket/dp/B0BHZSR69Z/ref=sr_1_102?keywords=jacket&qid=1682035547&sr=8-102
Women's Original Sherpa Trucker Jackets (Also Available in Plus)  ,4.6 out of 5 stars,"2,237  ",89.0,https://amazon.com/Levis-Womens-Original-Trucker-Jackets/dp/B077T5FDCZ/ref=sr_1_103?keywords=jacket&qid=1682035547&sr=8-103
Women’s Ski  Jacket  – Reversible Teddy Sherpa Bomber  Jacket  – Lightweight Windbreaker Coat for Women (S-XL)  ,4.1 out of 5 stars,434  ,32.99,https://amazon.com/Hurley-Womens-Jacket-Reversible-Windbreaker/dp/B09PRTHZCP/ref=sr_1_104?keywords=jacket&qid=1682035547&sr=8-104
Men’s Casual Stand Collar PU Faux Leather Zip-Up Motorcycle Bomber  Jacket  With a Removable Hood  ,4.3 out of 5 stars,"11,590  ",54.99,https://amazon.com/HOOD-CREW-Leather-Motorcycle-Removable/dp/B07WQQ3FX1/ref=sr_1_105?keywords=jacket&qid=1682035547&sr=8-105
Women's Tomboy Trucker  Jacket  ,4.2 out of 5 stars,347  ,61.15,https://amazon.com/Lucky-Brand-Womens-Trucker-Presidio/dp/B076ZZNHMJ/ref=sr_1_106?keywords=jacket&qid=1682035547&sr=8-106
Girls' Benton Springs Fleece  ,4.8 out of 5 stars,"9,284  ",24.99,https://amazon.com/Columbia-Sportswear-Benton-Springs-Outerwear/dp/B01MRLHHQ5/ref=sr_1_107?keywords=jacket&qid=1682035547&sr=8-107
Women's Metropolis Insulated Parka III  ,4.4 out of 5 stars,42  ,293.0,https://amazon.com/North-Face-Womens-Metropolis-Parka/dp/B097NHHQD5/ref=sr_1_108?keywords=jacket&qid=1682035547&sr=8-108
Men's Faux Leather Sherpa Aviator Bomber  Jacket  ,4.6 out of 5 stars,"2,968  ",69.99,https://amazon.com/Levis-Vintage-Leather-Sherpa-Aviator/dp/B07FK7G4F3/ref=sr_1_109?keywords=jacket&qid=1682035547&sr=8-109
Men's Team Tricot Warm Up  Jacket  ,4.1 out of 5 stars,36  ,16.25,https://amazon.com/ASICS-Tricot-Jacket-White-Small/dp/B07WTN8R4V/ref=sr_1_110?keywords=jacket&qid=1682035547&sr=8-110
Men's Lightweight Woven Full Zipper Running  Jacket  ,4.1 out of 5 stars,146  ,27.12,https://amazon.com/Amazon-Essentials-Zipper-Running-Jacket/dp/B092531TVX/ref=sr_1_111?keywords=jacket&qid=1682035547&sr=8-111
Women's Relaxed Fit Memory Maker Jean  Jacket  ,4.4 out of 5 stars,273  ,47.99,https://amazon.com/Wrangler-Womens-Relaxed-Memory-Jacket/dp/B08YLFWBHW/ref=sr_1_112?keywords=jacket&qid=1682035547&sr=8-112
Men's Flight Bomber  Jacket  Casual Lightweight Softshell Windbreaker Slim Fit Varsity  Jacket  Coat  ,4.4 out of 5 stars,154  ,29.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A096212436E1O48AI2017&qualifier=1682035547&id=8273860505373728&widgetName=sp_mtf&url=%2FAnzerll-Lightweight-Softshell-Windbreaker-Varsity%2Fdp%2FB0B3Y981S9%2Fref%3Dsr_1_113_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-113-spons%26psc%3D1
Men's Lightweight Bomber  Jacket  Windbreaker Softshell Varsity  Jacket  Coat  ,4.2 out of 5 stars,630  ,37.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A09291451ARAWW22E0DM8&qualifier=1682035547&id=8273860505373728&widgetName=sp_mtf&url=%2FMAGNIVIT-Casual-Lightweight-Softshell-Varsity%2Fdp%2FB0B7XG93FB%2Fref%3Dsr_1_114_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-114-spons%26psc%3D1%26smid%3DA2P9Q3EPHUZGCZ
Women's Zip up Sweatshirt  Jacket  Stand Collar Hoodless Running Sweatshirt with Pockets  ,4.4 out of 5 stars,537  ,35.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02567593MJCY1XBN6K5B&qualifier=1682035547&id=8273860505373728&widgetName=sp_mtf&url=%2FWUDODO-Jackets-Running-Sweatshirts-Pockets%2Fdp%2FB095S3QJFS%2Fref%3Dsr_1_115_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-115-spons%26psc%3D1
Womens Fashion Horn Button Fleece Thicken Coat with Hood Winter Warm  Jacket  ,3.9 out of 5 stars,"2,823  ",37.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A07170632P02Z5HD5AVMM&qualifier=1682035547&id=8273860505373728&widgetName=sp_mtf&url=%2FJiangWu-Fashion-Thicken-X-Large-Dark-gray%2Fdp%2FB096RGMV7P%2Fref%3Dsr_1_116_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-116-spons%26psc%3D1
Men's Water-Resistant Softshell  Jacket  ,4.5 out of 5 stars,"4,176  ",38.8,https://amazon.com/Amazon-Essentials-Water-Resistant-Softshell-Jacket/dp/B06XWGX4Z8/ref=sr_1_117?keywords=jacket&qid=1682035547&sr=8-117
Men's Steens Mountain 2.0 Full Zip Fleece  Jacket  ,4.7 out of 5 stars,"34,868  ",43.94,https://amazon.com/Columbia-Steens-Mountain-Fleece-Classic/dp/B00Q7B3ADK/ref=sr_1_118?keywords=jacket&qid=1682035547&sr=8-118
"mens Water-resistant Hooded  Jacket , Zip-front Wind- and Water-resistant Hooded  Jacket  ",4.5 out of 5 stars,"2,047  ",38.11,https://amazon.com/Champion-Mens-Jacket-Black-Medium/dp/B07SBL4TFV/ref=sr_1_119?keywords=jacket&qid=1682035547&sr=8-119
Kids Stream Rain  Jacket  ,4.6 out of 5 stars,837  ,37.19,https://amazon.com/Arctix-Stream-Jacket-Seaport-Medium/dp/B07W94QSCJ/ref=sr_1_120?keywords=jacket&qid=1682035547&sr=8-120
Men's Cotton Military  Jacket  Cargo Bomber  Jacket  With Multi-pockets Working Coat  ,4.4 out of 5 stars,500  ,48.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A09306852SB0F3SIRKS71&qualifier=1682035547&id=8273860505373728&widgetName=sp_mtf&url=%2FCotton-Military-Jacket-Multi-pockets-Working%2Fdp%2FB094G446CB%2Fref%3Dsr_1_121_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-121-spons%26psc%3D1
Men's Lightweight Bomber  Jacket  Outdoor Windbreaker Varsity  Jacket  Softshell Coat  ,4.6 out of 5 stars,19  ,19.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A079036735CP9ZPR5GG0S&qualifier=1682035547&id=8273860505373728&widgetName=sp_mtf&url=%2FMOERDENG-Lightweight-Outdoor-Windbreaker-Softshell%2Fdp%2FB0BQXFBWFS%2Fref%3Dsr_1_122_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-122-spons%26psc%3D1
Womens Waffle Knit Shacket Boyfriend Shirt  Jacket  Button Down Blouse Loose Fit Long Sleeve Tops  ,4.3 out of 5 stars,"1,366  ",36.99,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A01177217WN1FMKFZIVP&qualifier=1682035547&id=8273860505373728&widgetName=sp_mtf&url=%2FYanekop-Womens-Waffle-Shacket-Boyfriend%2Fdp%2FB09HH2J2NR%2Fref%3Dsr_1_123_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-123-spons%26psc%3D1
Men's Tactical  Jacket  Winter Snow Ski  Jacket  Water Resistant Softshell Fleece Lined Winter Coats Multi-Pockets  ,4.3 out of 5 stars,"1,934  ",55.98,https://amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A09907141Q7V8D7G37L3F&qualifier=1682035547&id=8273860505373728&widgetName=sp_mtf&url=%2FMAGCOMSEN-Tactical-Military-Hunting-Camping%2Fdp%2FB07BHDKH9Q%2Fref%3Dsr_1_124_sspa%3Fkeywords%3Djacket%26qid%3D1682035547%26sr%3D8-124-spons%26psc%3D1%26smid%3DA3U9RCE56GV0D0
Men's Lightweight Varsity Rib Knit Bomber  Jacket  ,4.6 out of 5 stars,"1,252  ",47.37,https://amazon.com/Tommy-Hilfiger-Lightweight-Varsity-Heather/dp/B07RGX7YHV/ref=sr_1_125?keywords=jacket&qid=1682035547&sr=8-125
Men's Marathon  Jacket  3-Stripes  ,4.5 out of 5 stars,970  ,37.43,https://amazon.com/adidas-Marathon-Jacket-3-stripes-Solar/dp/B08LF2FPV9/ref=sr_1_126?keywords=jacket&qid=1682035547&sr=8-126
Men's Minimalist Component  Jacket  ,4.4 out of 5 stars,118  ,350.0,https://amazon.com/Marmot-Minimalist-Component-Jacket-X-Large/dp/B07KWWM4V6/ref=sr_1_127?keywords=jacket&qid=1682035547&sr=8-127
Women's Fringe Mix  Jacket  ,4.3 out of 5 stars,20  ,116.85,https://amazon.com/NIC-ZOE-Womens-Fringe-Jacket/dp/B09GBG65CB/ref=sr_1_129?keywords=jacket&qid=1682035547&sr=8-129
"Zippin Soft 4-way Stretch Fleece Hoodie, Babies and Toddlers  ",4.7 out of 5 stars,"4,272  ",9.1,https://amazon.com/Hanes-Ultimate-Baby-Zippin-Fleece/dp/B07CYJB52C/ref=sr_1_130?keywords=jacket&qid=1682035547&sr=8-130
Men's Quilted Lined Flight Bomber  Jacket  ,4.7 out of 5 stars,93  ,69.06,https://amazon.com/Dockers-Stevie-Flight-Bomber-Jacket/dp/B08HDP9MHH/ref=sr_1_132?keywords=jacket&qid=1682035547&sr=8-132
Men's Quilted Flannel Lined Active  Jacket  Waterproof Cotton Duck Hooded Workwear Winter Coat  ,4.3 out of 5 stars,"1,805  ",69.99,https://amazon.com/Quilted-Flannel-Active-Waterproof-Workwear/dp/B0B187183Z/ref=sr_1_133?keywords=jacket&qid=1682035547&sr=8-133
Toddlers and Baby Girls' Puffer  Jacket  ,4.7 out of 5 stars,"2,318  ",23.99,https://amazon.com/Simple-Joys-Carters-Toddler-Puffer/dp/B083XHRM4M/ref=sr_1_134?keywords=jacket&qid=1682035547&sr=8-134
Women's Lightweight Water-Resistant Hooded Puffer Coat (Available in Plus Size)  ,4.3 out of 5 stars,"17,840  ",61.7,https://amazon.com/Amazon-Essentials-Lightweight-Water-Resistant-Packable/dp/B07BMP1HN3/ref=sr_1_135?keywords=jacket&qid=1682035547&sr=8-135
"Women’s Waterproof Rain  Jacket  Lightweight Outdoor Windbreaker Rain Coat Shell for Hiking, Travel  ",4.4 out of 5 stars,"3,798  ",56.99,https://amazon.com/Little-Donkey-Andy-Waterproof-Mountain/dp/B07QRFQXR6/ref=sr_1_136?keywords=jacket&qid=1682035547&sr=8-136
Women's Benton Springs Full Zip  ,4.7 out of 5 stars,"53,923  ",44.99,https://amazon.com/Columbia-Womens-Plus-Size-Benton-Springs/dp/B003NX8COC/ref=sr_1_137?keywords=jacket&qid=1682035547&sr=8-137
Boys' Long Sleeve Fleece Full Zip  Jacket  ,4.6 out of 5 stars,704  ,19.63,https://amazon.com/Nautica-School-Uniform-Full-Zip-Heather/dp/B08B2RF9ZG/ref=sr_1_138?keywords=jacket&qid=1682035547&sr=8-138
Women's Essentials Warm-up Slim 3-Stripes Track  Jacket  ,4.4 out of 5 stars,57  ,42.99,https://amazon.com/adidas-Standard-Essentials-Warm-Up-3-Stripes/dp/B09KSC44V2/ref=sr_1_139?keywords=jacket&qid=1682035547&sr=8-139
